Name,Platform,Year_of_Release,Genre,User_Score,User_Count
FIFA World Cup Germany 2006,XB,2006.0,Sports,8.4,9.0
NBA Live 14,PS4,2013.0,Sports,2.7,175.0
G.I. Joe: The Rise of Cobra,X360,2009.0,Action,4.7,22.0
Game of Thrones,PS3,2012.0,Role-Playing,5.5,81.0
LEGO Marvel's Avengers,WiiU,2016.0,Action,6.8,15.0
PDC World Championship Darts 2008,Wii,2008.0,Sports,5.4,7.0
X-Men: Destiny,X360,2011.0,Action,5.0,72.0
Pro Evolution Soccer 2014,X360,2013.0,Action,4.3,113.0
Angry Birds,PC,2011.0,Puzzle,7.3,19.0
Pure Futbol,PS3,2010.0,Sports,7.5,30.0
Afro Samurai,X360,2009.0,Action,6.2,57.0
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,5.4,101.0
NASCAR 08,PS2,2007.0,Racing,8.2,9.0
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,8.1,14.0
Divinity II: Ego Draconis,X360,2009.0,Role-Playing,6.4,36.0
Birds of Steel,PS3,2012.0,Simulation,8.4,18.0
DC Universe Online,PC,2011.0,Role-Playing,6.8,243.0
Bakugan: Battle Brawlers,PS3,2009.0,Action,8.2,5.0
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,7.5,6.0
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,8.1,31.0
Disney's A Christmas Carol,DS,2009.0,Adventure,6.5,4.0
NBA Live 15,PS4,2014.0,Sports,5.6,86.0
NASCAR Thunder 2004,XB,2003.0,Racing,9.1,15.0
Buffy the Vampire Slayer,XB,2002.0,Action,9.1,31.0
Harry Potter and the Goblet of Fire,XB,2005.0,Action,5.8,10.0
Sands of Destruction,DS,2008.0,Role-Playing,7.9,18.0
Harry Potter and the Goblet of Fire,DS,2005.0,Action,6.0,6.0
World Series Baseball,XB,2002.0,Sports,8.8,6.0
Test Drive: Eve of Destruction,PS2,2004.0,Racing,9.1,23.0
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,7.5,25.0
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,7.5,132.0
Jeremy McGrath Supercross World,PS2,2001.0,Racing,3.4,16.0
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,7.2,6.0
The Club,PS3,2008.0,Shooter,6.5,15.0
Meteos,DS,2005.0,Puzzle,7.5,164.0
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,7.8,19.0
Tom Clancy's Splinter Cell,GC,2003.0,Action,8.7,25.0
Virtua Tennis 4,X360,2011.0,Sports,6.2,12.0
ESPN NHL Hockey,PS2,2003.0,Sports,7.0,22.0
DiRT Showdown,X360,2012.0,Racing,6.4,53.0
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,8.0,22.0
Gundam Battle Assault,PS,1998.0,Fighting,7.8,4.0
XCOM 2,PC,2016.0,Strategy,7.1,1221.0
Tony Hawk's Downhill Jam,Wii,,Sports,6.2,13.0
Cross Edge,PS3,2008.0,Role-Playing,7.2,82.0
The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,7.8,5.0
Tribes: Aerial Assault,PS2,,Shooter,8.8,47.0
Looney Tunes: Acme Arsenal,Wii,2007.0,Action,5.1,14.0
Madagascar: Escape 2 Africa,PS3,2008.0,Action,6.8,4.0
NBA 2K6,X360,2005.0,Action,8.6,31.0
NASCAR 08,PS3,2007.0,Racing,5.0,14.0
Mafia,XB,2004.0,Action,7.7,22.0
Grand Slam Tennis 2,PS3,2012.0,Sports,5.2,17.0
Dynasty Warriors: Strikeforce,X360,2009.0,Action,5.7,12.0
Airblade,PS2,2001.0,Sports,5.8,12.0
Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,5.6,46.0
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,6.9,734.0
Genji: Dawn of the Samurai,PS2,2005.0,Action,8.3,19.0
The Italian Job,PS2,2003.0,Racing,6.3,4.0
TrackMania: Build to Race,Wii,2010.0,Racing,6.8,5.0
Freedom Fighters,XB,2003.0,Shooter,8.2,23.0
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,6.5,13.0
Lunar Knights,DS,2006.0,Role-Playing,7.8,25.0
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,7.1,13.0
WWE All Stars,3DS,2011.0,Fighting,7.4,7.0
Alundra,PS,1997.0,Role-Playing,9.0,41.0
Mortal Kombat: Armageddon,Wii,2007.0,Fighting,8.4,33.0
Madden NFL 13,WiiU,2012.0,Sports,6.7,30.0
Bratz: Girlz Really Rock,PS2,2008.0,Action,8.4,7.0
Transformers: Devastation,PS4,2015.0,Action,7.5,160.0
Hannah Montana: The Movie,PS3,2009.0,Adventure,3.4,17.0
BlowOut,PS2,2003.0,Shooter,6.2,5.0
NFL Blitz Pro,PS2,2003.0,Sports,8.5,14.0
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,8.0,5.0
Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,8.2,69.0
Toukiden Kiwami,PSV,2014.0,Action,8.6,42.0
SSX On Tour,PSP,2005.0,Sports,8.1,44.0
Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,7.9,44.0
Ys Seven,PSP,2009.0,Role-Playing,8.5,65.0
Tony Hawk's Proving Ground,DS,2007.0,Sports,6.7,6.0
The Polar Express,PS2,2004.0,Adventure,4.3,6.0
Valhalla Knights 2,PSP,2008.0,Role-Playing,5.4,13.0
Spec Ops: The Line,PC,2012.0,Shooter,8.2,1237.0
Saint Seiya: Sanctuary Battle,PS3,2011.0,Action,7.3,34.0
NBA ShootOut 2003,PS2,2002.0,Sports,5.9,8.0
Need For Speed: Undercover,DS,2008.0,Racing,6.7,6.0
Rogue Ops,PS2,2003.0,Action,9.2,6.0
Killer is Dead,PS3,2013.0,Action,7.9,215.0
F1 2014,X360,2014.0,Racing,4.1,20.0
Legion: The Legend of Excalibur,PS2,2002.0,Action,7.0,6.0
LEGO Jurassic World,PSV,2015.0,Action,7.6,11.0
Spartan: Total Warrior,PS2,2005.0,Action,8.4,65.0
Justice League Heroes,PSP,2006.0,Role-Playing,7.8,5.0
Conflict: Vietnam,XB,2004.0,Shooter,7.3,9.0
Whirl Tour,PS2,2002.0,Sports,7.0,5.0
NBA Street: Showdown,PSP,2005.0,Sports,8.5,15.0
pro evolution soccer 2011,Wii,2010.0,Sports,5.4,7.0
Skies of Arcadia Legends,GC,2002.0,Role-Playing,9.2,95.0
Breath of Fire,GBA,2001.0,Role-Playing,8.8,9.0
Risen 2: Dark Waters,PC,2012.0,Role-Playing,5.6,751.0
Ford vs. Chevy,PS2,2005.0,Racing,8.0,5.0
LEGO The Hobbit,WiiU,2014.0,Action,7.8,11.0
NCAA Football 2005,GC,2004.0,Sports,9.0,5.0
Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,7.8,6.0
Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,8.8,4.0
Soul Sacrifice Delta,PSV,2014.0,Action,8.4,125.0
NASCAR 2011: The Game,Wii,2011.0,Racing,3.1,9.0
Spider-Man: Edge of Time,PS3,2011.0,Action,7.2,29.0
Ride,PS4,2015.0,Racing,7.0,47.0
Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,6.1,28.0
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,8.0,5.0
FaceBreaker K.O. Party,Wii,2008.0,Fighting,5.6,7.0
Dino Stalker,PS2,2002.0,Shooter,6.3,8.0
Mega Man Zero 3,GBA,2004.0,Platform,9.0,22.0
Super Swing Golf,Wii,2006.0,Sports,7.8,15.0
G-Force,PS3,2009.0,Action,7.6,7.0
Luminous Arc 2,DS,2008.0,Role-Playing,7.7,14.0
Shinobi,3DS,2011.0,Platform,7.3,33.0
Tony Hawk's Downhill Jam,DS,2006.0,Sports,7.0,7.0
Risen 2: Dark Waters,PS3,2012.0,Role-Playing,5.2,37.0
Age of Empires: The Age of Kings,DS,2006.0,Strategy,7.9,59.0
MotoGP 09/10,PS3,2010.0,Racing,5.4,28.0
The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,8.5,12.0
Dinosaur King,DS,2007.0,Strategy,8.0,9.0
The Suffering,XB,2004.0,Action,8.8,23.0
Pitfall: The Big Adventure,Wii,2008.0,Adventure,6.3,6.0
Tetris Worlds,GC,2002.0,Puzzle,5.6,8.0
The Sims 4: Get Together,PC,2015.0,Simulation,7.3,117.0
Viewtiful Joe 2,GC,2004.0,Action,8.3,19.0
LEGO Harry Potter: Years 5-7,PC,,Action,8.5,44.0
Child of Eden,PS3,2011.0,Shooter,7.8,25.0
Touch the Dead,DS,2007.0,Shooter,5.6,5.0
Jackass the Game,PSP,2007.0,Action,7.0,12.0
Ragnarok DS,DS,2008.0,Role-Playing,5.8,17.0
Shellshock: Nam '67,XB,2004.0,Shooter,7.0,14.0
Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,7.0,22.0
All-Star Baseball 2002,GC,2001.0,Sports,5.6,9.0
Capcom vs. SNK,DC,2000.0,Fighting,9.0,24.0
Aliens vs Predator: Requiem,PSP,2007.0,Action,5.6,19.0
Dishonored 2,XOne,2016.0,Action,6.8,156.0
Asphalt: Injection,PSV,2011.0,Action,4.8,28.0
From Russia With Love,GC,2005.0,Action,8.5,13.0
NBA Live 09 All-Play,Wii,2008.0,Sports,5.9,14.0
NFL Quarterback Club 2002,PS2,2001.0,Sports,7.8,6.0
NCAA Basketball 09,X360,2008.0,Sports,5.6,8.0
Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,8.0,47.0
Lords of the Fallen,XOne,2014.0,Role-Playing,6.7,166.0
LEGO The Lord of the Rings,PC,2012.0,Action,8.2,127.0
Growlanser: Heritage of War,PS2,2006.0,Role-Playing,7.9,9.0
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,8.3,4.0
Rugby 2004,PS2,2003.0,Sports,6.8,65.0
Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,6.8,56.0
NBA 06,PSP,2005.0,Sports,5.4,8.0
Naruto: Ninja Council,GBA,2003.0,Action,7.1,9.0
Tropico 3,X360,2009.0,Strategy,6.6,22.0
Deadly Creatures,Wii,2009.0,Action,8.8,36.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,7.3,44.0
Dead Island,PC,2011.0,Action,6.8,1428.0
NFL 2K3,GC,2002.0,Sports,8.3,15.0
Hunted: The Demon's Forge,X360,2011.0,Action,6.0,116.0
Shrek SuperSlam,GC,2005.0,Action,7.8,6.0
Full Auto,X360,2006.0,Shooter,7.8,36.0
Herdy Gerdy,PS2,2002.0,Adventure,5.0,12.0
Afrika,PS3,2008.0,Adventure,6.2,34.0
The Crew,X360,2014.0,Racing,6.4,94.0
Over G Fighters,X360,2006.0,Simulation,6.0,49.0
Angry Birds Star Wars,PS4,2013.0,Strategy,2.0,87.0
Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,8.0,17.0
Star Wars: The Force Unleashed II,DS,2010.0,Action,4.0,5.0
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,6.8,8.0
Crash 'N' Burn,PS2,2004.0,Racing,8.0,7.0
NBA,PSP,2005.0,Sports,6.9,14.0
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,8.4,12.0
Disaster Report,PS2,2002.0,Action,8.0,7.0
Armored Core V,X360,2012.0,Simulation,7.2,37.0
College Hoops 2K7,X360,2006.0,Sports,8.2,12.0
Rampage: Total Destruction,Wii,2006.0,Action,5.6,19.0
The Bard's Tale,PS2,2004.0,Role-Playing,8.6,14.0
Robotech: The Macross Saga,GBA,2002.0,Shooter,6.5,4.0
Yu Yu Hakusho: Dark Tournament,PS2,,Fighting,8.5,18.0
Conflict Zone,PS2,2002.0,Strategy,7.4,8.0
Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,7.7,125.0
The Bureau: XCOM Declassified,X360,2013.0,Shooter,6.7,118.0
Star Wars: Battlefront,PC,2004.0,Shooter,3.5,1509.0
BloodRayne,XB,2002.0,Shooter,7.5,6.0
NHL 2K6,XB,2005.0,Sports,7.5,26.0
Hannah Montana: The Movie,X360,2009.0,Adventure,3.8,48.0
Tenchu: Return From Darkness,XB,2004.0,Action,7.0,6.0
Neo Contra,PS2,2004.0,Shooter,7.1,8.0
MVP Baseball,PSP,2005.0,Sports,7.7,16.0
Where's Waldo? The Fantastic Journey,DS,2009.0,Adventure,8.9,8.0
Tony Hawk's American Sk8land,DS,2005.0,Sports,8.7,55.0
Viewtiful Joe 2,PS2,2004.0,Action,7.7,17.0
The BIGS 2,X360,2009.0,Sports,6.2,35.0
Quake III: Revolution,PS2,2001.0,Shooter,7.2,11.0
Pac-Man World 3,PS2,2005.0,Platform,5.2,13.0
50 Cent: Blood on the Sand,X360,2009.0,Shooter,6.4,64.0
Journey,PS3,2012.0,Adventure,8.8,1381.0
SBK X: Superbike World Championship,PS3,2010.0,Racing,7.5,4.0
Robotech: Battlecry,XB,,Shooter,7.0,10.0
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,7.6,16.0
Madden NFL 07,DS,2006.0,Sports,6.5,10.0
HBO Boxing,PS,2000.0,Fighting,4.0,5.0
Bass Pro Shops: The Strike,X360,2009.0,Sports,5.8,5.0
Darkwatch,XB,2005.0,Shooter,8.1,21.0
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,8.1,61.0
Maximo vs Army of Zin,PS2,2003.0,Platform,7.8,13.0
Assassin's Creed Syndicate,PC,2015.0,Action,5.9,544.0
Summoner 2,PS2,2002.0,Role-Playing,8.3,22.0
Shadow of Destiny,PS2,2001.0,Adventure,8.2,19.0
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,7.8,36.0
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,8.4,16.0
Brunswick Pro Bowling,PSP,2007.0,Sports,7.3,4.0
World of Final Fantasy,PSV,2016.0,Role-Playing,8.6,46.0
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,8.4,77.0
Pro Evolution Soccer 2012,Wii,2011.0,Action,7.0,12.0
The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,6.4,15.0
The Wolf Among Us,PS4,2014.0,Adventure,8.4,259.0
Cursed Mountain,Wii,2009.0,Adventure,7.6,33.0
Age of Empires: Mythologies,DS,2008.0,Strategy,6.9,20.0
SBK Superbike World Championship,X360,2008.0,Racing,8.0,6.0
Bionicle,GC,2003.0,Action,4.2,5.0
Heroes of Ruin,3DS,2012.0,Role-Playing,7.4,50.0
A Boy and His Blob,Wii,2009.0,Platform,8.7,35.0
Baja: Edge of Control,PS3,2008.0,Racing,5.0,11.0
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,4.8,13.0
UFC Undisputed 2010,PSP,2010.0,Fighting,7.0,13.0
Deus Ex: The Conspiracy,PS2,2002.0,Action,8.9,49.0
Unreal II: The Awakening,XB,2004.0,Shooter,5.3,20.0
Rumble Racing,PS2,2001.0,Racing,8.2,9.0
Spider-Man: Web of Shadows,PS2,2008.0,Action,4.1,16.0
Vampire Rain,X360,2007.0,Action,2.9,44.0
Batman Begins,XB,2005.0,Action,7.1,21.0
NBA Live 15,XOne,2014.0,Sports,6.8,53.0
JSRF: Jet Set Radio Future,XB,2002.0,Action,8.2,102.0
NHL Hitz 20-02,GC,2001.0,Sports,8.7,7.0
Way of the Samurai 3,X360,2009.0,Action,6.8,16.0
NCAA Football 2003,GC,2002.0,Sports,8.1,9.0
Hitman: HD Trilogy,PS3,2013.0,Action,7.6,46.0
J Stars Victory Vs.,PSV,2014.0,Fighting,7.9,29.0
de Blob 2,PS3,2011.0,Platform,7.1,34.0
Greg Hastings Paintball 2,X360,2010.0,Shooter,8.3,7.0
ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,7.9,8.0
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,8.0,20.0
Project: Snowblind,PS2,2005.0,Action,8.3,23.0
Prison Break: The Conspiracy,X360,2010.0,Action,4.7,19.0
Mortal Kombat: Special Forces,PS,2000.0,Fighting,2.4,17.0
Mega Man Legacy Collection,3DS,2016.0,Platform,7.1,26.0
The Last Airbender,Wii,2010.0,Action,6.6,5.0
NCAA March Madness 07,X360,2007.0,Sports,7.1,15.0
StokEd,X360,2009.0,Sports,8.6,19.0
Evil Dead: Regeneration,PS2,2005.0,Action,8.5,8.0
Defiance,PC,2013.0,Shooter,6.5,661.0
NHL 2003,XB,2002.0,Sports,7.9,12.0
Tiger Woods PGA Tour,PSP,2005.0,Sports,7.4,14.0
NHL 2K3,PS2,2002.0,Sports,7.8,17.0
Final Fight One,GBA,2001.0,Fighting,7.8,8.0
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,1.5,427.0
MLB 10: The Show,PSP,2010.0,Sports,6.6,8.0
Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,8.5,15.0
Frogger 3D,3DS,2011.0,Action,5.5,8.0
Blue Dragon Plus,DS,2008.0,Role-Playing,6.5,15.0
BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,7.5,18.0
Dead to Rights: Retribution,X360,2010.0,Shooter,7.0,34.0
Dragon Ball Z: Sagas,GC,2005.0,Fighting,6.6,11.0
X2: Wolverine's Revenge,XB,2003.0,Platform,6.4,9.0
Power Rangers: Wild Force,GBA,2002.0,Action,6.9,8.0
Tenchu: Shadow Assassins,Wii,2008.0,Action,7.8,24.0
Lost Planet 3,PS3,2013.0,Shooter,5.5,102.0
Beyblade G-Revolution,GBA,2004.0,Action,7.8,5.0
Capcom Fighting Evolution,PS2,2004.0,Fighting,4.8,5.0
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,7.4,49.0
God of War Collection,PSV,2014.0,Action,7.4,133.0
Anarchy Reigns,PS3,2012.0,Action,8.2,106.0
Mobile Suit Gundam: Crossfire,PS3,2006.0,Simulation,5.1,47.0
Suikoden Tactics,PS2,2005.0,Strategy,8.6,17.0
NCAA March Madness 06,XB,2005.0,Sports,7.2,5.0
Sniper: Ghost Warrior 2,X360,2013.0,Shooter,5.7,110.0
EVE Online,PC,2003.0,Role-Playing,7.5,280.0
Phantasy Star Online,DC,2000.0,Role-Playing,9.1,33.0
Crazy Taxi 3: High Roller,XB,2002.0,Racing,8.5,13.0
Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,5.3,18.0
Thrillville,PSP,2006.0,Strategy,2.8,39.0
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,7.4,596.0
The King of Fighters Collection: The Orochi Saga,PS2,2006.0,Fighting,8.5,4.0
Disney's Planes,WiiU,2013.0,Simulation,5.3,9.0
Saturday Night Speedway,PS2,2004.0,Racing,8.7,7.0
Zombie Army Trilogy,PS4,2015.0,Shooter,6.8,88.0
MLB SlugFest 20-03,XB,2002.0,Sports,7.8,5.0
The Con,PSP,2005.0,Fighting,7.3,16.0
Pitfall: The Lost Expedition,PS2,2004.0,Platform,8.9,12.0
Need for Speed Carbon: Own the City,DS,2006.0,Racing,7.5,15.0
Enchanted Arms,PS3,2007.0,Role-Playing,5.9,40.0
Le Mans 24 Hours,PS2,2001.0,Racing,7.6,9.0
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,7.5,80.0
Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,Role-Playing,6.2,10.0
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,9.2,40.0
X2: Wolverine's Revenge,GBA,2003.0,Platform,7.2,5.0
NBA 2K2,XB,2002.0,Sports,7.6,5.0
Code of Princess,3DS,2012.0,Action,7.6,73.0
Major League Baseball 2K11,PS3,2011.0,Sports,6.3,9.0
Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,7.0,48.0
Planet 51,Wii,2009.0,Action,5.8,4.0
Dead to Rights II,PS2,2005.0,Shooter,5.3,7.0
FIFA 16,PC,2015.0,Sports,4.4,296.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014.0,Adventure,6.4,7.0
NBA Live 14,XOne,2013.0,Sports,3.1,88.0
Kung Fu Rider,PS3,2010.0,Action,3.7,21.0
DarkStar One: Broken Alliance,X360,2010.0,Simulation,7.2,19.0
Dragon Ball: Xenoverse 2,XOne,2016.0,Action,7.3,29.0
WRC: FIA World Rally Championship,PS3,,Racing,4.5,4.0
Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,8.2,178.0
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004.0,Platform,8.6,11.0
Dragon Ball: Revenge of King Piccolo,Wii,2009.0,Action,7.3,15.0
Warriors Orochi,PSP,2008.0,Action,6.6,10.0
MVP Baseball 2003,XB,2003.0,Sports,9.0,9.0
Monster Jam,X360,2007.0,Racing,6.4,5.0
Infinite Space,DS,2009.0,Role-Playing,9.0,61.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,6.0,6.0
NBA 07,PSP,2006.0,Sports,7.0,5.0
Two Worlds II,PC,2011.0,Role-Playing,6.5,315.0
IHRA Drag Racing 2004,XB,2003.0,Racing,7.4,7.0
The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,7.7,128.0
Clive Barker's Jericho,PS3,2007.0,Shooter,7.1,52.0
Tekken 3D: Prime Edition,3DS,2012.0,Fighting,5.9,39.0
Marvel: Ultimate Alliance 2,DS,2009.0,Role-Playing,6.7,9.0
Front Mission Evolved,X360,2010.0,Shooter,6.1,24.0
From Russia With Love,XB,2005.0,Action,8.8,12.0
Apache: Air Assault,PS3,2010.0,Simulation,6.1,12.0
Dying Light,PC,2015.0,Action,7.9,1295.0
Grandia II,DC,2000.0,Role-Playing,8.8,57.0
Ridge Racer 6,X360,2005.0,Racing,7.1,28.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,7.0,10.0
Zone of the Enders HD Collection,X360,2012.0,Simulation,8.8,20.0
Record of Agarest War,X360,2008.0,Role-Playing,7.0,35.0
Gladius,PS2,2003.0,Strategy,8.0,22.0
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,7.0,24.0
Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,8.2,6.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,Platform,8.3,10.0
Dungeon Hunter Alliance,PSV,2012.0,Action,6.4,61.0
Forgotten Realms: Demon Stone,PS2,2004.0,Action,6.8,18.0
Soldier of Fortune: Payback,X360,2007.0,Shooter,5.6,20.0
Afro Samurai,PS3,2009.0,Action,6.1,27.0
Silent Hill: Book of Memories,PSV,2012.0,Action,5.1,102.0
Playboy: The Mansion,PS2,2005.0,Simulation,7.5,18.0
Baja: Edge of Control,X360,2008.0,Racing,7.1,18.0
Tiger Woods PGA Tour 06,PSP,2005.0,Sports,7.9,8.0
Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,8.0,10.0
The Thing,XB,2002.0,Adventure,6.6,14.0
Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,7.2,36.0
Plants vs. Zombies,PS3,2011.0,Strategy,7.9,60.0
Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,8.3,26.0
Prince of Persia: Warrior Within,GC,2004.0,Action,8.6,20.0
Warriors Orochi,X360,2007.0,Action,7.4,13.0
Predator: Concrete Jungle,PS2,2005.0,Action,8.8,76.0
Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,8.0,5.0
Arcana Heart 3,PS3,2011.0,Fighting,7.5,27.0
X-Men Origins: Wolverine,DS,2009.0,Action,8.1,8.0
Big Mutha Truckers 2,PS2,2005.0,Racing,2.1,9.0
Armored Core 4,PS3,2006.0,Simulation,6.8,25.0
Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,7.9,23.0
NHL FaceOff 2001,PS2,2001.0,Sports,4.0,4.0
Mana Khemia 2: Fall of Alchemy,PS2,2008.0,Role-Playing,8.2,17.0
The Great Escape,PS2,2003.0,Action,8.0,21.0
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,7.8,528.0
Big Mutha Truckers,XB,2002.0,Racing,4.3,9.0
Way of the Samurai 4,PS3,2011.0,Action,6.5,15.0
The Hobbit,GBA,2003.0,Platform,9.2,17.0
The King of Fighters XI,PS2,2006.0,Fighting,8.5,15.0
Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,7.5,39.0
Major League Baseball 2K12,PS3,2012.0,Sports,4.4,5.0
Family Guy,PSP,2006.0,Action,6.3,15.0
Dead Space 3,PC,,Action,6.0,1096.0
Sniper Elite,PS2,2005.0,Shooter,8.9,36.0
Harry Potter and the Goblet of Fire,PSP,2005.0,Action,7.4,16.0
Breath of Fire II,GBA,2001.0,Role-Playing,8.8,16.0
Test Drive Unlimited 2,PC,,Racing,5.7,253.0
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,2.4,5.0
Conan,X360,2007.0,Action,7.3,67.0
Rune Factory: Tides of Destiny,Wii,2011.0,Role-Playing,7.0,11.0
No More Heroes: Heroes' Paradise,PS3,2010.0,Action,7.3,38.0
Aliens vs Predator,PC,2010.0,Shooter,7.4,985.0
Captain America: Super Soldier,PS3,2011.0,Action,7.3,40.0
Manhunt,XB,2004.0,Action,7.9,19.0
NCAA Final Four 2003,PS2,2002.0,Sports,6.0,4.0
Dynasty Warriors: Gundam 2,X360,2008.0,Action,7.0,18.0
Bound By Flame,PS4,2014.0,Role-Playing,5.9,230.0
Spectrobes: Origins,Wii,2009.0,Role-Playing,8.4,16.0
Breath of Fire: Dragon Quarter,PS2,2002.0,Role-Playing,6.9,35.0
Shiren the Wanderer,Wii,2008.0,Role-Playing,7.6,5.0
LEGO Marvel's Avengers,3DS,2016.0,Action,7.1,15.0
Spore Hero Arena,DS,2009.0,Simulation,2.6,8.0
Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,Adventure,8.9,10.0
Enchanted Arms,X360,2006.0,Role-Playing,6.9,60.0
Conflict: Denied Ops,X360,2008.0,Shooter,4.9,22.0
Mafia III,PC,2016.0,Action,3.2,881.0
Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,8.3,7.0
Legacy of Kain: Defiance,XB,2003.0,Action,7.9,21.0
Final Fantasy XI,X360,2006.0,Role-Playing,6.5,33.0
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,6.4,22.0
Fighter Within,XOne,2013.0,Fighting,3.0,211.0
Aliens versus Predator: Extinction,PS2,2003.0,Strategy,8.4,30.0
Shrek: Forever After,PS3,2010.0,Platform,4.5,6.0
X-Men Origins: Wolverine,PSP,2009.0,Action,7.5,12.0
NHL Hitz Pro,PS2,2003.0,Sports,8.9,13.0
Space Invaders Extreme 2,DS,2009.0,Shooter,7.1,8.0
Need for Speed: The Run,3DS,2011.0,Action,6.0,26.0
Supreme Commander 2,PC,2010.0,Strategy,6.2,803.0
Quantum Theory,PS3,2010.0,Shooter,5.3,21.0
Dawn of Discovery,Wii,2009.0,Simulation,8.5,15.0
Dynasty Warriors 8: Empires,PS4,2014.0,Action,7.5,42.0
2002 FIFA World Cup,XB,2002.0,Sports,9.0,4.0
Sudeki,XB,2004.0,Role-Playing,8.4,49.0
Majin and the Forsaken Kingdom,X360,2010.0,Adventure,8.1,24.0
Silent Hill HD Collection,X360,2012.0,Action,5.6,98.0
Arc Rise Fantasia,Wii,2009.0,Role-Playing,7.8,43.0
South Park: The Stick of Truth,PC,2014.0,Role-Playing,8.6,1739.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,Action,4.6,7.0
